"setID","name","year","theme","themeGroup","subtheme","category","released","pieces","minifigs","bricksetURL","rating","reviewCount","packagingType","availability","agerange_min","US_retailPrice","UK_retailPrice","height","width","depth","thumbnailURL","imageURL"
4119,"Wheels and Tyres",1986,"Basic","Basic","Supplementaries","Normal",TRUE,40,NA,"https://brickset.com/sets/808-1",0,0,"{Not specified}","{Not specified}",NA,NA,NA,NA,NA,NA,"https://images.brickset.com/sets/small/808-1.jpg","https://images.brickset.com/sets/images/808-1.jpg"
4121,"Doors and Windows",1986,"Basic","Basic","Supplementaries","Normal",TRUE,38,NA,"https://brickset.com/sets/809-1",0,1,"{Not specified}","{Not specified}",NA,NA,NA,NA,NA,NA,"https://images.brickset.com/sets/small/809-1.jpg","https://images.brickset.com/sets/images/809-1.jpg"
4126,"Red Roof Bricks, Steep Pitch",1986,"Basic","Basic","Supplementaries","Normal",TRUE,59,NA,"https://brickset.com/sets/811-1",0,1,"Box","Retail",NA,NA,NA,NA,NA,NA,"https://images.brickset.com/sets/small/811-1.jpg","https://images.brickset.com/sets/images/811-1.jpg"
4127,"Red Roof Bricks, Shallow Pitch",1986,"Basic","Basic","Supplementaries","Normal",TRUE,60,NA,"https://brickset.com/sets/812-2",0,0,"Box","Retail",NA,NA,NA,NA,NA,NA,"https://images.brickset.com/sets/small/812-1.jpg","https://images.brickset.com/sets/images/812-1.jpg"
4128,"Baseplate, Green",1986,"Basic","Basic","Supplementaries","Normal",TRUE,1,NA,"https://brickset.com/sets/813-1",0,1,"{Not specified}","{Not specified}",NA,4.5,NA,NA,NA,NA,"https://images.brickset.com/sets/small/813-1.jpg","https://images.brickset.com/sets/images/813-1.jpg"
4129,"Baseplates, Green, Red and Yellow",1986,"Basic","Basic","Supplementaries","Normal",TRUE,3,NA,"https://brickset.com/sets/814-1",0,0,"{Not specified}","{Not specified}",NA,3.9,NA,NA,NA,NA,"https://images.brickset.com/sets/small/814-1.jpg","https://images.brickset.com/sets/images/814-1.jpg"
4130,"Baseplate, Grey",1986,"Basic","Basic","Supplementaries","Normal",TRUE,1,NA,"https://brickset.com/sets/815-1",0,0,"Shrink-wrapped","Retail",NA,7.5,NA,NA,NA,NA,"https://images.brickset.com/sets/small/815-1.jpg","https://images.brickset.com/sets/images/815-1.jpg"
4131,"Lighting Bricks, 4.5V",1986,"Basic","Basic","Supplementaries","Normal",TRUE,18,NA,"https://brickset.com/sets/816-1",0,2,"{Not specified}","{Not specified}",NA,9.5,NA,NA,NA,NA,"https://images.brickset.com/sets/small/816-1.jpg","https://images.brickset.com/sets/images/816-1.jpg"
7812,"Mosaic Set",1986,"Dacta","Educational",NA,"Normal",TRUE,191,NA,"https://brickset.com/sets/1000-1",0,2,"{Not specified}","{Not specified}",NA,46.75,NA,NA,NA,NA,"https://images.brickset.com/sets/small/1000-1.jpg","https://images.brickset.com/sets/images/1000-1.jpg"
7816,"Mosaic Set (Pets: dogs, cats, hens, rabbits)",1986,"Dacta","Educational",NA,"Normal",TRUE,80,NA,"https://brickset.com/sets/1014-2",0,0,"{Not specified}","{Not specified}",NA,29.15,NA,NA,NA,NA,"https://images.brickset.com/sets/small/1014-2.jpg","https://images.brickset.com/sets/images/1014-2.jpg"
